frame,path,width,height,teacher_det,teacher_conf,teacher_x1,teacher_y1,teacher_x2,teacher_y2,teacher_iou_prev,student_pre_det,student_pre_conf,student_pre_x1,student_pre_y1,student_pre_x2,student_pre_y2,student_pre_iou_prev,student_post_det,student_post_conf,student_post_x1,student_post_y1,student_post_x2,student_post_y2,student_post_iou_prev,pseudo_accepted,update_applied,loss_total,loss_box,loss_cls,loss_dfl,latency_teacher_ms,latency_student_pre_ms,latency_student_post_ms
1287,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01288.jpg,1936,1216,1,0.705817,771.475,482.236,983.905,746.426,0.888508,1,0.708527,771.379,483.822,983.749,755.624,0.889577,1,0.708933,771.382,483.854,983.747,755.614,0.889644,1,1,2.554000,0.427707,1.174033,0.952260,12.643,11.924,11.671
1288,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01289.jpg,1936,1216,1,0.705820,771.475,482.236,983.904,746.435,0.999965,1,0.708933,771.382,483.854,983.747,755.614,0.999816,1,0.709520,771.384,483.880,983.741,755.631,0.999804,1,1,2.491767,0.548183,1.164518,0.779066,12.191,11.660,12.629
1289,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01290.jpg,1936,1216,1,0.558251,768.541,479.456,980.657,755.324,0.930801,1,0.562333,768.574,480.942,980.353,766.945,0.923541,1,0.562333,768.574,480.942,980.353,766.945,0.923524,0,0,,,,,12.537,12.073,11.705
1290,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01291.jpg,1936,1216,1,0.295627,763.373,479.318,981.742,757.437,0.963510,1,0.299887,763.512,480.841,981.432,769.161,0.964013,1,0.299887,763.512,480.841,981.432,769.161,0.964013,0,0,,,,,11.625,11.445,11.356
1291,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01292.jpg,1936,1216,1,0.409957,757.929,479.656,977.817,770.570,0.914574,1,0.413827,758.111,481.281,977.472,780.156,0.922110,1,0.413827,758.111,481.281,977.472,780.156,0.922110,0,0,,,,,12.275,12.266,12.078
1292,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01293.jpg,1936,1216,1,0.409957,757.929,479.656,977.817,770.570,1.000000,1,0.413827,758.111,481.281,977.472,780.156,1.000000,1,0.413827,758.111,481.281,977.472,780.156,1.000000,0,0,,,,,11.619,11.317,11.241
1293,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01294.jpg,1936,1216,1,0.634472,764.638,482.071,986.545,742.253,0.837351,1,0.638729,764.833,483.944,986.404,750.795,0.835127,1,0.638729,764.833,483.944,986.404,750.795,0.835127,0,0,,,,,12.055,11.860,11.501
1294,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01295.jpg,1936,1216,1,0.616630,756.239,0.000,1936.000,1216.000,0.040246,1,0.363983,756.070,0.000,1936.000,1216.000,0.041209,1,0.363983,756.070,0.000,1936.000,1216.000,0.041209,0,0,,,,,11.323,11.029,11.218
1295,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01296.jpg,1936,1216,1,0.515007,746.314,0.000,1934.372,1215.766,0.990101,1,0.411457,772.655,482.300,995.093,745.496,0.040804,1,0.411457,772.655,482.300,995.093,745.496,0.040804,0,0,,,,,11.964,11.758,11.521
1296,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01297.jpg,1936,1216,1,0.507491,745.162,0.000,1930.819,1216.000,0.995852,1,0.454146,771.035,485.667,994.922,746.200,0.976792,1,0.454146,771.035,485.667,994.922,746.200,0.976792,0,0,,,,,11.436,13.420,12.250
1297,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01298.jpg,1936,1216,1,0.552964,770.763,479.651,994.203,775.257,0.045812,1,0.557898,770.790,481.361,993.996,786.561,0.849701,1,0.557898,770.790,481.361,993.996,786.561,0.849701,0,0,,,,,12.619,12.359,12.195
1298,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01299.jpg,1936,1216,1,0.541199,771.406,479.537,998.223,745.683,0.882727,1,0.546111,771.434,481.080,998.000,753.983,0.875828,1,0.546111,771.434,481.080,998.000,753.983,0.875828,0,0,,,,,11.847,11.659,11.942
1299,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01300.jpg,1936,1216,1,0.586497,769.981,481.132,1001.194,982.093,0.516433,1,0.537064,769.350,483.718,996.508,756.263,0.966903,1,0.537064,769.350,483.718,996.508,756.263,0.966903,0,0,,,,,12.514,12.515,12.162
1300,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01301.jpg,1936,1216,1,0.586497,769.981,481.132,1001.194,982.093,1.000000,1,0.537064,769.350,483.718,996.508,756.263,1.000000,1,0.537064,769.350,483.718,996.508,756.263,1.000000,0,0,,,,,12.034,11.690,11.945
1301,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01302.jpg,1936,1216,1,0.550135,766.115,482.627,1001.750,973.761,0.962342,1,0.535876,765.434,483.169,995.974,766.017,0.945103,1,0.535876,765.434,483.169,995.974,766.017,0.945103,0,0,,,,,12.412,12.053,12.060
1302,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01303.jpg,1936,1216,1,0.585852,761.952,480.626,992.959,750.755,0.518499,1,0.591310,762.028,482.577,992.785,764.010,0.963027,1,0.591310,762.028,482.577,992.785,764.010,0.963027,0,0,,,,,11.736,11.326,11.605
1303,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01304.jpg,1936,1216,1,0.609258,760.788,480.025,998.848,1060.178,0.451820,1,0.523790,759.901,486.795,991.682,753.482,0.934909,1,0.523790,759.901,486.795,991.682,753.482,0.934909,0,0,,,,,12.255,11.754,11.505
1304,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01305.jpg,1936,1216,1,0.705384,759.971,479.548,993.682,746.231,0.447828,1,0.709864,760.055,481.323,993.500,757.563,0.957291,1,0.710663,760.071,481.334,993.472,757.625,0.957166,1,1,2.937404,0.678768,1.184808,1.073828,11.398,11.044,11.857
1305,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01306.jpg,1936,1216,1,0.774036,759.498,479.459,998.385,849.466,0.705134,1,0.712227,759.361,481.294,994.937,746.084,0.950033,1,0.713038,759.393,481.298,994.922,746.172,0.950116,1,1,4.260858,1.735697,1.080321,1.444840,12.730,12.470,12.629
1306,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01307.jpg,1936,1216,1,0.759352,761.491,479.331,1001.773,877.057,0.910163,1,0.666425,762.495,478.748,1001.259,844.028,0.699051,1,0.666262,762.517,478.738,1001.263,843.956,0.699348,1,1,5.427030,2.030159,1.495523,1.901348,12.201,12.205,11.814
1307,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01308.jpg,1936,1216,1,0.789856,766.163,479.000,1008.483,851.394,0.893202,1,0.706096,768.106,478.227,1007.198,828.139,0.911050,1,0.705921,768.109,478.248,1007.209,828.111,0.911273,1,1,4.423512,1.476133,1.416228,1.531152,12.149,11.880,11.949
1308,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01309.jpg,1936,1216,1,0.789782,766.169,478.999,1008.483,851.369,0.999910,1,0.705921,768.109,478.248,1007.209,828.111,0.999802,1,0.705784,768.087,478.235,1007.239,828.016,0.999470,1,1,4.013238,1.124187,1.432715,1.456335,12.120,11.889,11.618
1309,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01310.jpg,1936,1216,1,0.825323,774.248,480.172,1020.118,822.822,0.851869,1,0.719501,777.410,479.375,1018.107,803.557,0.854461,1,0.718965,777.224,479.385,1018.238,803.482,0.854747,1,1,4.395528,1.069419,1.959421,1.366687,12.437,12.601,12.613
1310,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01311.jpg,1936,1216,1,0.828562,775.707,479.248,1022.755,831.143,0.957831,1,0.718427,778.924,478.328,1020.729,814.133,0.949184,1,0.717690,778.785,478.359,1020.784,814.147,0.949120,1,1,4.415725,1.114551,1.838580,1.462594,12.048,12.251,12.526
1311,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01312.jpg,1936,1216,1,0.831329,776.118,480.343,1024.236,800.223,0.902590,1,0.791599,773.036,481.077,1022.504,763.379,0.818856,1,0.791451,773.042,481.077,1022.482,763.467,0.819778,1,1,3.240394,0.734016,1.197045,1.309332,12.580,12.629,14.528
1312,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01313.jpg,1936,1216,1,0.813715,776.021,480.237,1027.806,803.239,0.975909,1,0.760281,772.899,479.879,1024.069,776.114,0.946510,1,0.760108,772.906,479.879,1024.094,776.249,0.946200,1,1,3.359166,0.804420,1.202545,1.352201,12.208,11.526,11.949
1313,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01314.jpg,1936,1216,1,0.774938,776.270,479.256,1031.516,821.524,0.929142,1,0.650881,773.381,479.391,1028.348,791.811,0.930619,1,0.650723,773.388,479.393,1028.374,791.923,0.930706,1,1,3.124335,0.930718,0.938408,1.255209,12.743,12.586,14.914
1314,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01315.jpg,1936,1216,1,0.675389,759.836,480.589,1028.397,842.005,0.872983,1,0.572833,760.370,480.036,1026.134,817.135,0.871287,1,0.572833,760.370,480.036,1026.134,817.135,0.871498,0,0,,,,,12.182,12.214,11.142
1315,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01316.jpg,1936,1216,1,0.703834,719.524,480.207,987.202,745.740,0.558968,1,0.662943,715.668,479.758,988.687,737.851,0.581713,1,0.662904,715.687,479.766,988.670,737.938,0.581885,1,1,2.071526,0.536794,0.612002,0.922729,14.174,11.661,12.255
1316,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01317.jpg,1936,1216,1,0.798719,711.378,480.423,978.972,737.336,0.910959,1,0.785820,709.951,479.760,976.553,735.601,0.927956,1,0.785848,709.952,479.754,976.578,735.663,0.927923,1,1,1.501639,0.304676,0.433454,0.763510,11.876,11.532,12.332
1317,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01318.jpg,1936,1216,1,0.815348,708.072,481.065,977.220,778.027,0.845809,1,0.788377,708.332,480.289,973.779,739.807,0.965888,1,0.788436,708.330,480.272,973.835,739.901,0.965915,1,1,3.130520,0.879970,0.901284,1.349266,12.334,11.897,12.793
1318,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01319.jpg,1936,1216,1,0.823492,705.089,481.783,977.341,779.482,0.981425,1,0.809372,706.127,480.905,974.583,745.264,0.966157,1,0.809444,706.107,480.899,974.637,745.416,0.965859,1,1,3.387104,0.890877,1.106261,1.389966,12.243,12.296,12.109
1319,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01320.jpg,1936,1216,1,0.802657,697.827,480.154,976.784,800.681,0.902923,1,0.776327,698.119,479.046,972.903,768.453,0.881905,1,0.776345,698.107,479.045,972.951,768.615,0.881951,1,1,3.219503,0.894139,0.976473,1.348891,12.817,12.376,12.086
1320,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01321.jpg,1936,1216,1,0.802572,697.827,480.154,976.778,800.668,0.999937,1,0.776345,698.107,479.045,972.951,768.615,0.999219,1,0.776159,698.101,479.044,973.002,768.821,0.999083,1,1,3.425717,0.829888,1.253454,1.342375,12.282,12.091,12.715
1321,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01322.jpg,1936,1216,1,0.837714,693.961,480.634,975.016,823.332,0.914397,1,0.765758,693.685,480.365,969.868,743.961,0.887102,1,0.765176,693.710,480.356,969.850,744.082,0.886779,1,1,4.575351,0.999753,2.102263,1.473336,12.719,12.697,12.234
1322,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01323.jpg,1936,1216,1,0.809577,688.322,481.112,974.470,766.642,0.817891,1,0.791155,687.403,482.208,969.995,737.099,0.945750,1,0.790755,687.428,482.215,970.004,737.168,0.945432,1,1,3.348212,0.958004,0.780106,1.610102,11.733,11.568,11.745
1323,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01324.jpg,1936,1216,1,0.784724,685.427,480.945,974.228,826.879,0.816548,1,0.683329,685.155,480.987,972.066,808.445,0.766672,1,0.682909,685.213,481.016,972.181,808.467,0.766684,1,1,3.755240,0.834254,1.600534,1.320452,12.746,12.462,12.266
1324,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01325.jpg,1936,1216,1,0.597564,686.840,478.250,989.289,986.683,0.644463,1,0.466203,686.361,478.413,987.043,939.518,0.672870,1,0.466203,686.361,478.413,987.043,939.518,0.673219,0,0,,,,,12.072,11.570,11.031
1325,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01326.jpg,1936,1216,1,0.862642,705.656,480.892,1016.243,860.711,0.656835,1,0.763707,705.423,481.334,1015.610,846.035,0.689012,1,0.763421,705.487,481.371,1015.679,845.995,0.688603,1,1,2.814890,0.880383,0.706189,1.228318,11.702,11.295,11.649
1326,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01327.jpg,1936,1216,1,0.862563,705.656,480.892,1016.241,860.694,0.999952,1,0.763421,705.487,481.371,1015.679,845.995,0.999359,1,0.763318,705.503,481.395,1015.762,845.977,0.999566,1,1,2.805860,0.665353,1.011884,1.128623,11.489,11.346,11.798
1327,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01328.jpg,1936,1216,1,0.862484,705.655,480.892,1016.241,860.678,0.999951,1,0.763318,705.503,481.395,1015.762,845.977,0.999566,1,0.763349,705.499,481.433,1015.862,845.977,0.999559,1,1,3.641294,1.090626,1.217757,1.332912,12.151,11.847,12.220
1328,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01329.jpg,1936,1216,1,0.763296,727.674,482.854,1031.026,813.787,0.777349,1,0.654426,727.412,483.069,1029.874,801.782,0.781386,1,0.654565,727.402,483.106,1029.988,801.943,0.781774,1,1,3.998456,1.412026,1.079234,1.507196,11.985,11.845,12.799
1329,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01330.jpg,1936,1216,1,0.837404,740.689,483.132,1034.059,772.913,0.830800,1,0.815065,738.949,482.318,1030.967,739.463,0.769795,1,0.814779,738.949,482.319,1030.990,739.524,0.769656,1,1,2.841466,0.798409,0.760051,1.283007,12.015,11.662,11.840
1330,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01331.jpg,1936,1216,1,0.861534,739.945,482.834,1034.004,826.122,0.841863,1,0.766160,737.985,482.228,1031.177,744.398,0.976905,1,0.765718,737.979,482.247,1031.185,744.512,0.976809,1,1,2.899161,0.713937,0.952301,1.232922,11.940,11.976,11.877
1331,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01332.jpg,1936,1216,1,0.838770,733.924,483.219,1033.719,755.423,0.779508,1,0.815824,733.201,482.744,1030.950,740.453,0.966718,1,0.815482,733.203,482.754,1030.993,740.514,0.966703,1,1,2.436666,0.537660,0.775485,1.123520,12.037,12.136,12.063
1332,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01333.jpg,1936,1216,1,0.851435,729.010,482.953,1032.754,826.968,0.776505,1,0.749175,728.879,483.348,1032.098,815.414,0.758937,1,0.749520,728.840,483.387,1032.286,815.535,0.758284,1,1,3.068327,0.745043,1.035119,1.288165,12.278,12.196,11.905
1333,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01334.jpg,1936,1216,1,0.500188,699.440,479.466,1030.201,941.101,0.674709,1,0.370179,699.372,479.465,1029.239,898.212,0.717137,1,0.370179,699.372,479.465,1029.239,898.212,0.717084,0,0,,,,,12.010,11.546,11.845
1334,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01335.jpg,1936,1216,1,0.349631,601.241,0.000,1936.000,1216.000,0.094075,1,0.209225,660.094,477.869,998.303,863.583,0.746787,1,0.209225,660.094,477.869,998.303,863.583,0.746787,0,0,,,,,11.052,10.878,10.999
1335,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01336.jpg,1936,1216,1,0.868470,643.928,482.340,960.401,810.780,0.064041,1,0.753909,643.344,482.392,961.485,800.423,0.705939,1,0.753909,643.344,482.392,961.485,800.423,0.705939,0,0,,,,,12.495,11.491,11.278
1336,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01337.jpg,1936,1216,1,0.877058,641.357,482.373,960.196,818.391,0.968764,1,0.765626,640.870,482.405,961.481,805.858,0.975558,1,0.765976,640.813,482.488,961.443,806.031,0.974494,1,1,2.381627,0.495084,0.898754,0.987790,11.225,11.055,11.934
1337,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01338.jpg,1936,1216,1,0.865562,638.656,483.179,960.487,780.773,0.878351,1,0.767463,638.293,483.276,962.034,776.897,0.899796,1,0.767791,638.269,483.347,961.932,777.043,0.900021,1,1,2.542105,0.565223,0.802625,1.174258,12.015,11.606,12.580
1338,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01339.jpg,1936,1216,1,0.829463,636.488,482.676,960.117,819.480,0.876779,1,0.722859,636.300,482.903,961.699,805.344,0.904198,1,0.723046,636.293,482.981,961.586,805.494,0.904241,1,1,3.399731,1.085003,1.283216,1.031512,12.149,13.491,12.289
1339,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01340.jpg,1936,1216,1,0.850906,635.620,481.737,960.782,833.802,0.952142,1,0.735234,635.153,483.108,962.010,815.388,0.964855,1,0.735336,635.148,483.156,961.877,815.509,0.965095,1,1,2.759650,0.617339,1.134229,1.008082,12.571,12.379,12.791
1340,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01341.jpg,1936,1216,1,0.843763,633.459,480.521,960.440,833.572,0.988299,1,0.730699,634.076,481.679,961.829,816.094,0.989813,1,0.730789,634.078,481.689,961.822,816.181,0.990193,1,1,2.854727,0.609028,1.231608,1.014092,12.351,13.587,11.864
1341,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01342.jpg,1936,1216,1,0.864506,628.638,481.291,959.972,825.855,0.960742,1,0.757930,630.238,482.329,961.478,811.343,0.971602,1,0.758025,630.248,482.348,961.453,811.502,0.971761,1,1,2.894679,0.736088,1.070189,1.088402,12.885,12.351,11.903
1342,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01343.jpg,1936,1216,1,0.845187,625.277,479.878,961.387,829.391,0.971834,1,0.730600,627.457,481.100,962.824,813.606,0.977322,1,0.730712,627.456,481.103,962.800,813.754,0.977276,1,1,3.183304,0.838527,1.117293,1.227483,11.878,11.857,11.755
1343,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01344.jpg,1936,1216,1,0.846189,625.334,480.756,961.834,827.950,0.991888,1,0.735529,627.532,481.861,963.309,812.961,0.994121,1,0.735692,627.524,481.842,963.310,813.121,0.994167,1,1,2.694550,0.713086,0.852938,1.128525,12.682,12.161,12.270
1344,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01345.jpg,1936,1216,1,0.810883,624.896,479.972,963.600,805.473,0.927476,1,0.682744,627.171,481.137,965.027,794.223,0.935882,1,0.682833,627.170,481.120,965.021,794.391,0.935976,1,1,2.868163,0.632270,1.071341,1.164553,11.936,12.064,11.622
1345,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01346.jpg,1936,1216,1,0.810058,626.682,478.564,970.079,834.670,0.892569,1,0.677249,628.671,479.858,971.522,816.891,0.907656,1,0.677169,628.675,479.835,971.469,816.924,0.908155,1,1,3.545122,0.899206,1.488115,1.157801,11.824,12.168,11.655
1346,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01347.jpg,1936,1216,1,0.818369,662.531,450.575,1017.157,822.221,0.712251,1,0.694531,665.806,452.999,1017.887,804.296,0.708212,1,0.694566,665.797,452.913,1017.849,804.327,0.708085,1,1,1.620854,0.349570,0.408266,0.863018,11.684,11.771,11.569
1347,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01348.jpg,1936,1216,1,0.759902,675.359,453.757,1021.819,769.077,0.808731,1,0.614562,678.434,456.137,1022.584,763.302,0.833291,1,0.614533,678.406,456.087,1022.565,763.429,0.833497,1,1,3.920432,1.327718,0.875480,1.717235,11.914,11.590,11.628
1348,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01349.jpg,1936,1216,1,0.769585,665.399,451.132,1020.047,766.210,0.950659,1,0.695364,666.283,453.844,1015.246,710.514,0.781713,1,0.694800,666.276,453.843,1015.248,710.555,0.781762,1,1,2.315617,0.576674,0.751928,0.987015,12.280,11.813,12.645
1349,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01350.jpg,1936,1216,1,0.785096,652.598,453.373,1013.824,781.483,0.898872,1,0.685790,653.609,453.238,1015.890,769.798,0.781003,1,0.685981,653.736,453.167,1015.860,769.954,0.780929,1,1,1.733545,0.394790,0.491439,0.847316,12.400,12.280,11.731
1350,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01351.jpg,1936,1216,1,0.713998,620.788,0.000,1936.000,1216.000,0.074109,1,0.403351,633.768,456.785,1000.447,785.898,0.856207,1,0.403351,633.768,456.785,1000.447,785.898,0.856196,0,0,,,,,11.543,11.529,10.774
1351,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01352.jpg,1936,1216,1,0.713998,620.788,0.000,1936.000,1216.000,1.000000,1,0.403351,633.768,456.785,1000.447,785.898,1.000000,1,0.403351,633.768,456.785,1000.447,785.898,1.000000,0,0,,,,,11.675,11.342,10.994
1352,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01353.jpg,1936,1216,1,0.812931,624.562,452.923,977.755,805.640,0.077895,1,0.651269,626.779,454.959,978.378,794.839,0.894692,1,0.651269,626.779,454.959,978.378,794.839,0.894692,0,0,,,,,11.715,11.572,11.428
1353,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01354.jpg,1936,1216,1,0.809186,622.168,452.139,976.677,780.446,0.917910,1,0.644008,621.947,455.089,977.327,786.851,0.960319,1,0.644116,622.099,455.042,977.257,786.974,0.961008,1,1,4.529773,1.840966,0.555367,2.133439,11.786,11.610,12.127
1354,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01355.jpg,1936,1216,1,0.826358,605.813,451.572,973.891,928.280,0.654683,1,0.716739,608.820,453.554,974.581,886.071,0.735288,1,0.715943,608.715,453.541,974.592,885.918,0.735496,1,1,10.635682,3.504124,2.612621,4.518937,11.439,11.317,11.538
1355,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01356.jpg,1936,1216,1,0.855346,606.706,479.010,971.981,857.175,0.787248,1,0.734243,610.191,480.125,973.160,834.985,0.814190,1,0.733505,610.075,480.094,973.161,835.039,0.814653,1,1,2.417905,0.484456,0.699007,1.234442,11.788,11.377,11.631
1356,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01357.jpg,1936,1216,1,0.898008,606.908,485.009,972.982,827.868,0.903888,1,0.792279,610.585,485.398,974.471,821.069,0.941684,1,0.791777,610.423,485.396,974.463,821.207,0.941991,1,1,2.051261,0.409079,0.580362,1.061819,11.835,11.171,11.542
1357,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01358.jpg,1936,1216,1,0.897931,606.913,485.009,972.985,827.853,0.999935,1,0.791777,610.423,485.396,974.463,821.207,0.999117,1,0.791442,610.223,485.392,974.513,821.358,0.998857,1,1,2.303837,0.525393,0.647882,1.130562,11.958,11.469,11.987
1358,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01359.jpg,1936,1216,1,0.895745,606.269,485.723,973.284,821.058,0.975640,1,0.788360,609.588,486.014,974.865,816.714,0.981497,1,0.788108,609.442,486.013,974.879,816.886,0.981795,1,1,2.211740,0.391642,0.781601,1.038497,12.275,12.041,11.593
1359,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01360.jpg,1936,1216,1,0.906358,604.764,486.151,973.568,826.273,0.978669,1,0.806344,608.004,486.388,975.206,822.706,0.975953,1,0.806274,607.751,486.378,975.253,822.857,0.975683,1,1,1.853142,0.291893,0.541123,1.020126,12.203,11.578,11.777
1360,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01361.jpg,1936,1216,1,0.890768,604.997,486.760,978.275,803.750,0.920450,1,0.778399,608.112,486.898,979.852,806.107,0.937591,1,0.778429,607.926,486.892,979.834,806.254,0.937583,1,1,2.367243,0.320592,0.960268,1.086383,11.858,11.756,12.007
1361,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01362.jpg,1936,1216,1,0.836328,618.079,487.776,1008.977,833.883,0.814082,1,0.736806,620.346,487.817,1009.107,828.450,0.837309,1,0.736857,620.247,487.812,1009.145,828.557,0.837160,1,1,3.231989,0.660350,1.489796,1.081843,12.263,11.388,11.527
1362,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01363.jpg,1936,1216,1,0.892851,640.468,487.649,1026.264,802.893,0.824806,1,0.796515,641.215,487.689,1028.134,807.213,0.848084,1,0.796601,641.151,487.683,1028.101,807.338,0.848234,1,1,1.940347,0.332605,0.658691,0.949052,11.645,12.128,11.730
1363,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01364.jpg,1936,1216,1,0.890487,650.022,487.908,1030.482,812.691,0.935542,1,0.781814,651.653,487.923,1032.347,815.829,0.937244,1,0.781978,651.522,487.917,1032.286,815.945,0.937512,1,1,2.034268,0.400870,0.617253,1.016145,11.942,11.477,12.322
1364,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01365.jpg,1936,1216,1,0.852222,648.641,479.298,1032.623,840.575,0.890737,1,0.718092,649.892,480.124,1033.937,822.184,0.950260,1,0.718269,649.774,480.112,1033.949,822.281,0.950161,1,1,2.305739,0.502155,0.695063,1.108521,11.950,11.832,11.909
1365,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01366.jpg,1936,1216,1,0.852119,648.643,479.298,1032.623,840.549,0.999922,1,0.718269,649.774,480.112,1033.949,822.281,0.999342,1,0.718433,649.722,480.109,1033.947,822.388,0.999540,1,1,2.486654,0.559507,0.810870,1.116276,13.032,12.158,12.246
1366,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01367.jpg,1936,1216,1,0.830753,648.349,461.808,1031.566,860.036,0.904188,1,0.687235,649.178,463.287,1032.602,827.351,0.935312,1,0.687122,649.126,463.301,1032.638,827.481,0.935402,1,1,2.726228,0.669847,0.890839,1.165542,11.787,11.862,11.682
1367,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01368.jpg,1936,1216,1,0.855063,648.955,456.221,1033.277,801.513,0.836732,1,0.713630,648.952,456.666,1035.623,785.849,0.863679,1,0.713612,649.002,456.647,1035.508,785.966,0.864112,1,1,1.705772,0.409404,0.456888,0.839480,11.899,11.465,12.798
1368,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01369.jpg,1936,1216,1,0.854956,648.955,456.221,1033.277,801.491,0.999935,1,0.713612,649.002,456.647,1035.508,785.966,0.999160,1,0.713704,649.036,456.602,1035.374,786.108,0.998993,1,1,1.847726,0.509793,0.479329,0.858605,11.969,11.921,11.523
1369,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01370.jpg,1936,1216,1,0.857280,648.443,457.421,1036.286,791.182,0.958183,1,0.711156,648.521,457.812,1038.363,780.323,0.971121,1,0.711425,648.590,457.778,1038.227,780.495,0.971268,1,1,1.541780,0.289474,0.452176,0.800131,12.360,12.225,11.820
