frame,memory_bank_active_slots,memory_bank_writes,memory_bank_replacements,memory_bank_diversity_skips,memory_retrieval_top1_sim,memory_retrieval_mean_topk_sim,memory_retrieval_top1_slot,memory_retrieval_entropy,memory_slot_mean_pairwise_sim,memory_slot_max_pairwise_sim,memory_bank_context_norm,memory_debug_images_saved
3127.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3128.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3129.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3130.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3131.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3132.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3133.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3134.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3135.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3136.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3137.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3138.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3139.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3140.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3141.0,16.0,34.0,18.0,829.0,0.9103761911392212,0.8776226043701172,1.0,0.926575779914856,0.759706437587738,0.8996113538742065,1.0,47.0
3142.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3143.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3144.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3145.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3146.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3147.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3148.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3149.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3150.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3151.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3152.0,16.0,34.0,18.0,829.0,0.9253217577934265,0.9015738368034363,5.0,0.9604375958442688,0.759706437587738,0.8996113538742065,1.0,47.0
3153.0,16.0,34.0,18.0,829.0,0.8329721093177795,0.8315106630325317,5.0,0.9998459219932556,0.759706437587738,0.8996113538742065,1.0,47.0
3154.0,16.0,34.0,18.0,829.0,0.8329721093177795,0.8315106630325317,5.0,0.9998459219932556,0.759706437587738,0.8996113538742065,1.0,47.0
3155.0,16.0,34.0,18.0,829.0,0.8329721093177795,0.8315106630325317,5.0,0.9998459219932556,0.759706437587738,0.8996113538742065,1.0,47.0
3156.0,16.0,34.0,18.0,829.0,0.8329721093177795,0.8315106630325317,5.0,0.9998459219932556,0.759706437587738,0.8996113538742065,1.0,47.0
3157.0,16.0,34.0,18.0,829.0,0.8329721093177795,0.8315106630325317,5.0,0.9998459219932556,0.759706437587738,0.8996113538742065,1.0,47.0
3158.0,16.0,34.0,18.0,829.0,0.8329721093177795,0.8315106630325317,5.0,0.9998459219932556,0.759706437587738,0.8996113538742065,1.0,47.0
3159.0,16.0,34.0,18.0,829.0,0.8329721093177795,0.8315106630325317,5.0,0.9998459219932556,0.759706437587738,0.8996113538742065,1.0,47.0
3160.0,16.0,34.0,18.0,829.0,0.9405046105384827,0.9235683679580688,5.0,0.9796019792556763,0.759706437587738,0.8996113538742065,1.0,47.0
3161.0,16.0,34.0,18.0,829.0,0.9461631774902344,0.9300759434700012,5.0,0.981570303440094,0.759706437587738,0.8996113538742065,0.9999999403953552,47.0
3162.0,16.0,34.0,18.0,829.0,0.9411975145339966,0.9267585873603821,5.0,0.9851164221763611,0.759706437587738,0.8996113538742065,1.0,47.0
3163.0,16.0,34.0,18.0,829.0,0.9523252248764038,0.9377710819244385,5.0,0.9848805069923401,0.759706437587738,0.8996113538742065,0.9999999403953552,47.0
3164.0,16.0,34.0,18.0,829.0,0.9522702693939209,0.9377555847167969,5.0,0.9849615097045898,0.759706437587738,0.8996113538742065,1.0,47.0
3165.0,16.0,34.0,18.0,829.0,0.9518858790397644,0.9331821203231812,5.0,0.9751997590065002,0.759706437587738,0.8996113538742065,0.9999999403953552,47.0
3166.0,16.0,34.0,18.0,830.0,0.9371299743652344,0.917085587978363,5.0,0.9715898036956787,0.759706437587738,0.8996113538742065,1.0,47.0
3167.0,16.0,34.0,18.0,831.0,0.9481311440467834,0.9271599054336548,5.0,0.9689596891403198,0.759706437587738,0.8996113538742065,1.0,47.0
3168.0,16.0,35.0,19.0,831.0,1.0,0.9453842043876648,2.0,0.8131469488143921,0.7485300898551941,0.8996113538742065,1.0,48.0
3169.0,16.0,35.0,19.0,831.0,0.9634301662445068,0.956560492515564,2.0,0.9966036677360535,0.7485300898551941,0.8996113538742065,1.0,48.0
3170.0,16.0,35.0,19.0,831.0,0.9821299910545349,0.9551628828048706,2.0,0.9493894577026367,0.7485300898551941,0.8996113538742065,1.0,48.0
3171.0,16.0,35.0,19.0,832.0,0.9820659160614014,0.9552216529846191,2.0,0.9498331546783447,0.7485300898551941,0.8996113538742065,1.0,48.0
3172.0,16.0,35.0,19.0,833.0,0.9877133965492249,0.9431488513946533,2.0,0.8698081970214844,0.7485300898551941,0.8996113538742065,1.0,48.0
3173.0,16.0,35.0,19.0,834.0,0.9903044700622559,0.9566228985786438,2.0,0.9225852489471436,0.7485300898551941,0.8996113538742065,1.0,48.0
3174.0,16.0,35.0,19.0,834.0,0.9834779500961304,0.9561324119567871,2.0,0.9480109214782715,0.7485300898551941,0.8996113538742065,1.0,48.0
3175.0,16.0,35.0,19.0,834.0,0.9750823974609375,0.9216241836547852,2.0,0.8199753165245056,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3176.0,16.0,35.0,19.0,835.0,0.9882193207740784,0.9441704750061035,2.0,0.8725338578224182,0.7485300898551941,0.8996113538742065,1.0,48.0
3177.0,16.0,35.0,19.0,836.0,0.9890708327293396,0.9577822685241699,2.0,0.9326944351196289,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3178.0,16.0,35.0,19.0,837.0,0.9788970947265625,0.9490113258361816,2.0,0.9383394122123718,0.7485300898551941,0.8996113538742065,1.0,48.0
3179.0,16.0,35.0,19.0,838.0,0.9878746271133423,0.9508496522903442,2.0,0.9075018763542175,0.7485300898551941,0.8996113538742065,1.0,48.0
3180.0,16.0,35.0,19.0,839.0,0.9880670309066772,0.9508101940155029,2.0,0.906416118144989,0.7485300898551941,0.8996113538742065,1.0,48.0
3181.0,16.0,35.0,19.0,839.0,0.9653763771057129,0.9486579895019531,2.0,0.9801163673400879,0.7485300898551941,0.8996113538742065,1.0,48.0
3182.0,16.0,35.0,19.0,839.0,0.9841993451118469,0.9420820474624634,2.0,0.8825597167015076,0.7485300898551941,0.8996113538742065,1.0,48.0
3183.0,16.0,35.0,19.0,840.0,0.9360120892524719,0.9176428318023682,2.0,0.976064145565033,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3184.0,16.0,35.0,19.0,840.0,0.8295369148254395,0.8244816660881042,12.0,0.9981589317321777,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3185.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3186.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3187.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3188.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3189.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3190.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3191.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3192.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3193.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3194.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3195.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3196.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3197.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3198.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3199.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3200.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3201.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3202.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3203.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3204.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3205.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3206.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3207.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3208.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3209.0,16.0,35.0,19.0,840.0,0.8305550217628479,0.8251239061355591,12.0,0.9978753328323364,0.7485300898551941,0.8996113538742065,1.0,48.0
3210.0,16.0,35.0,19.0,840.0,0.8030892610549927,0.7775204181671143,12.0,0.9543388485908508,0.7485300898551941,0.8996113538742065,1.0,48.0
3211.0,16.0,35.0,19.0,840.0,0.8025477528572083,0.7770177125930786,12.0,0.9544728994369507,0.7485300898551941,0.8996113538742065,1.0,48.0
3212.0,16.0,35.0,19.0,840.0,0.9092966914176941,0.9047807455062866,5.0,0.998530387878418,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3213.0,16.0,35.0,19.0,840.0,0.8255612254142761,0.8199892044067383,12.0,0.9977638125419617,0.7485300898551941,0.8996113538742065,1.0,48.0
3214.0,16.0,35.0,19.0,840.0,0.9472371339797974,0.9253020882606506,12.0,0.966110110282898,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3215.0,16.0,35.0,19.0,840.0,0.9472371339797974,0.9253020882606506,12.0,0.966110110282898,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3216.0,16.0,35.0,19.0,840.0,0.9472371339797974,0.9253020882606506,12.0,0.966110110282898,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3217.0,16.0,35.0,19.0,840.0,0.9038956165313721,0.8739206790924072,12.0,0.9379870295524597,0.7485300898551941,0.8996113538742065,1.0,48.0
3218.0,16.0,35.0,19.0,840.0,0.9372023344039917,0.9089300632476807,12.0,0.9445664286613464,0.7485300898551941,0.8996113538742065,1.0,48.0
3219.0,16.0,35.0,19.0,840.0,0.9371955394744873,0.9089131355285645,12.0,0.9445280432701111,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3220.0,16.0,35.0,19.0,840.0,0.938522458076477,0.9086961150169373,12.0,0.9385738968849182,0.7485300898551941,0.8996113538742065,1.0,48.0
3221.0,16.0,35.0,19.0,840.0,0.9197113513946533,0.900121808052063,12.0,0.9728404879570007,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3222.0,16.0,35.0,19.0,840.0,0.9402430057525635,0.9155957698822021,12.0,0.9574752449989319,0.7485300898551941,0.8996113538742065,1.0,48.0
3223.0,16.0,35.0,19.0,840.0,0.9278160333633423,0.9036058783531189,12.0,0.9589270949363708,0.7485300898551941,0.8996113538742065,1.0,48.0
3224.0,16.0,35.0,19.0,840.0,0.9314590096473694,0.9057535529136658,12.0,0.953865110874176,0.7485300898551941,0.8996113538742065,1.0,48.0
3225.0,16.0,35.0,19.0,840.0,0.918807864189148,0.8969106674194336,12.0,0.9662243127822876,0.7485300898551941,0.8996113538742065,1.0,48.0
3226.0,16.0,35.0,19.0,840.0,0.9237755537033081,0.8924219608306885,12.0,0.9324273467063904,0.7485300898551941,0.8996113538742065,1.0,48.0
3227.0,16.0,35.0,19.0,840.0,0.9235817193984985,0.8896550536155701,12.0,0.9215168952941895,0.7485300898551941,0.8996113538742065,0.9999999403953552,48.0
3228.0,16.0,35.0,19.0,841.0,0.9134616851806641,0.8809808492660522,12.0,0.9277318716049194,0.7485300898551941,0.8996113538742065,1.0,48.0
3229.0,16.0,35.0,19.0,842.0,0.9134513139724731,0.8809903264045715,12.0,0.9278156161308289,0.7485300898551941,0.8996113538742065,1.0,48.0
3230.0,16.0,36.0,20.0,842.0,1.0,0.949974536895752,3.0,0.8397970199584961,0.746666669845581,0.8999489545822144,1.0,49.0
3231.0,16.0,36.0,20.0,843.0,0.993172824382782,0.9448536038398743,3.0,0.8493883609771729,0.746666669845581,0.8999489545822144,1.0,49.0
3232.0,16.0,36.0,20.0,843.0,0.9880178570747375,0.9465116262435913,3.0,0.8856697082519531,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3233.0,16.0,36.0,20.0,843.0,0.993604838848114,0.944871187210083,3.0,0.8470759987831116,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3234.0,16.0,36.0,20.0,844.0,0.9914377927780151,0.9526314735412598,3.0,0.8990349173545837,0.746666669845581,0.8999489545822144,1.0,49.0
3235.0,16.0,36.0,20.0,844.0,0.988389253616333,0.9487078785896301,3.0,0.8947720527648926,0.746666669845581,0.8999489545822144,1.0,49.0
3236.0,16.0,36.0,20.0,844.0,0.959147036075592,0.9231228828430176,3.0,0.9121299386024475,0.746666669845581,0.8999489545822144,1.0,49.0
3237.0,16.0,36.0,20.0,844.0,0.9456750154495239,0.9154889583587646,3.0,0.937148928642273,0.746666669845581,0.8999489545822144,1.0,49.0
3238.0,16.0,36.0,20.0,844.0,0.9362130165100098,0.9029886722564697,3.0,0.9245626330375671,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3239.0,16.0,36.0,20.0,844.0,0.9421747326850891,0.9121612310409546,3.0,0.9378340840339661,0.746666669845581,0.8999489545822144,1.0,49.0
3240.0,16.0,36.0,20.0,844.0,0.949844241142273,0.9134832620620728,3.0,0.9105827808380127,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3241.0,16.0,36.0,20.0,844.0,0.9365445375442505,0.9230846166610718,3.0,0.987048864364624,0.746666669845581,0.8999489545822144,1.0,49.0
3242.0,16.0,36.0,20.0,844.0,0.9094770550727844,0.8927081823348999,3.0,0.9799976944923401,0.746666669845581,0.8999489545822144,1.0,49.0
3243.0,16.0,36.0,20.0,844.0,0.9306892156600952,0.9064074158668518,3.0,0.9586907029151917,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3244.0,16.0,36.0,20.0,844.0,0.9104873538017273,0.9092725515365601,12.0,0.9998935461044312,0.746666669845581,0.8999489545822144,1.0,49.0
3245.0,16.0,36.0,20.0,844.0,0.9104443788528442,0.9092070460319519,12.0,0.9998895525932312,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3246.0,16.0,36.0,20.0,844.0,0.9250267744064331,0.9238893985748291,3.0,0.9999066591262817,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3247.0,16.0,36.0,20.0,844.0,0.9250156879425049,0.9238871932029724,3.0,0.9999081492424011,0.746666669845581,0.8999489545822144,1.0,49.0
3248.0,16.0,36.0,20.0,844.0,0.9255971908569336,0.9196138381958008,3.0,0.9974221587181091,0.746666669845581,0.8999489545822144,1.0,49.0
3249.0,16.0,36.0,20.0,844.0,0.9123003482818604,0.9088859558105469,3.0,0.9991595149040222,0.746666669845581,0.8999489545822144,1.0,49.0
3250.0,16.0,36.0,20.0,844.0,0.9122586250305176,0.908867597579956,3.0,0.9991710186004639,0.746666669845581,0.8999489545822144,1.0,49.0
3251.0,16.0,36.0,20.0,844.0,0.9241906404495239,0.9209532737731934,3.0,0.9992443919181824,0.746666669845581,0.8999489545822144,1.0,49.0
3252.0,16.0,36.0,20.0,844.0,0.9400869607925415,0.9157295823097229,3.0,0.9584406614303589,0.746666669845581,0.8999489545822144,1.0,49.0
3253.0,16.0,36.0,20.0,844.0,0.9401171803474426,0.9157421588897705,3.0,0.9583818912506104,0.746666669845581,0.8999489545822144,1.0,49.0
3254.0,16.0,36.0,20.0,844.0,0.906109094619751,0.8977263569831848,3.0,0.9949488639831543,0.746666669845581,0.8999489545822144,1.0,49.0
3255.0,16.0,36.0,20.0,844.0,0.9203134775161743,0.9034447073936462,3.0,0.9797619581222534,0.746666669845581,0.8999489545822144,1.0,49.0
3256.0,16.0,36.0,20.0,844.0,0.9228039979934692,0.9175979495048523,3.0,0.9980475306510925,0.746666669845581,0.8999489545822144,1.0,49.0
3257.0,16.0,36.0,20.0,844.0,0.915882408618927,0.9033931493759155,3.0,0.9888353943824768,0.746666669845581,0.8999489545822144,1.0,49.0
3258.0,16.0,36.0,20.0,844.0,0.9121858477592468,0.8912724256515503,3.0,0.9691271185874939,0.746666669845581,0.8999489545822144,1.0,49.0
3259.0,16.0,36.0,20.0,844.0,0.8976513743400574,0.8886431455612183,3.0,0.9941700100898743,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3260.0,16.0,36.0,20.0,844.0,0.8900871276855469,0.8845767974853516,3.0,0.9978130459785461,0.746666669845581,0.8999489545822144,1.0,49.0
3261.0,16.0,36.0,20.0,844.0,0.8956395983695984,0.8861286640167236,3.0,0.9935041069984436,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3262.0,16.0,36.0,20.0,844.0,0.8956642150878906,0.8861567974090576,3.0,0.9935089945793152,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3263.0,16.0,36.0,20.0,844.0,0.884303867816925,0.8729099631309509,5.0,0.9906958937644958,0.746666669845581,0.8999489545822144,1.0,49.0
3264.0,16.0,36.0,20.0,844.0,0.8991334438323975,0.8756290674209595,3.0,0.9612230658531189,0.746666669845581,0.8999489545822144,1.0,49.0
3265.0,16.0,36.0,20.0,844.0,0.8851108551025391,0.8751499056816101,3.0,0.9928780794143677,0.746666669845581,0.8999489545822144,1.0,49.0
3266.0,16.0,36.0,20.0,844.0,0.8846079111099243,0.8681211471557617,3.0,0.9806561470031738,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3267.0,16.0,36.0,20.0,844.0,0.8635332584381104,0.8376829624176025,3.0,0.9533608555793762,0.746666669845581,0.8999489545822144,1.0,49.0
3268.0,16.0,36.0,20.0,844.0,0.8635332584381104,0.8376829624176025,3.0,0.9533608555793762,0.746666669845581,0.8999489545822144,1.0,49.0
3269.0,16.0,36.0,20.0,844.0,0.887687623500824,0.8782678842544556,5.0,0.9936276078224182,0.746666669845581,0.8999489545822144,1.0,49.0
3270.0,16.0,36.0,20.0,844.0,0.8744900226593018,0.8316446542739868,3.0,0.8788149952888489,0.746666669845581,0.8999489545822144,1.0,49.0
3271.0,16.0,36.0,20.0,844.0,0.877962589263916,0.8734877109527588,3.0,0.9985569715499878,0.746666669845581,0.8999489545822144,1.0,49.0
3272.0,16.0,36.0,20.0,844.0,0.8777607679367065,0.8733469843864441,3.0,0.9985960721969604,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3273.0,16.0,36.0,20.0,844.0,0.8690553903579712,0.8638197183609009,3.0,0.9980252981185913,0.746666669845581,0.8999489545822144,1.0,49.0
3274.0,16.0,36.0,20.0,844.0,0.8952330350875854,0.8793031573295593,5.0,0.9819245934486389,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
3275.0,16.0,36.0,20.0,844.0,0.8806775212287903,0.8714913129806519,5.0,0.9939384460449219,0.746666669845581,0.8999489545822144,1.0,49.0
3276.0,16.0,36.0,20.0,844.0,0.8806775212287903,0.8714913129806519,5.0,0.9939384460449219,0.746666669845581,0.8999489545822144,1.0,49.0
3277.0,16.0,36.0,20.0,844.0,0.8858997821807861,0.8692090511322021,5.0,0.9801811575889587,0.746666669845581,0.8999489545822144,1.0,49.0
3278.0,16.0,36.0,20.0,844.0,0.8892796039581299,0.8813794851303101,5.0,0.9955120086669922,0.746666669845581,0.8999489545822144,1.0,49.0
3279.0,16.0,36.0,20.0,844.0,0.8797721862792969,0.8786050081253052,12.0,0.9999017715454102,0.746666669845581,0.8999489545822144,1.0,49.0
3280.0,16.0,36.0,20.0,844.0,0.8797721862792969,0.8786050081253052,12.0,0.9999017715454102,0.746666669845581,0.8999489545822144,1.0,49.0
3281.0,16.0,36.0,20.0,844.0,0.8797721862792969,0.8786050081253052,12.0,0.9999017715454102,0.746666669845581,0.8999489545822144,1.0,49.0
3282.0,16.0,36.0,20.0,844.0,0.8797721862792969,0.8786050081253052,12.0,0.9999017715454102,0.746666669845581,0.8999489545822144,1.0,49.0
3283.0,16.0,36.0,20.0,844.0,0.8797721862792969,0.8786050081253052,12.0,0.9999017715454102,0.746666669845581,0.8999489545822144,1.0,49.0
3284.0,16.0,36.0,20.0,844.0,0.8797721862792969,0.8786050081253052,12.0,0.9999017715454102,0.746666669845581,0.8999489545822144,1.0,49.0
3285.0,16.0,36.0,20.0,844.0,0.8797721862792969,0.8786050081253052,12.0,0.9999017715454102,0.746666669845581,0.8999489545822144,1.0,49.0
3286.0,16.0,36.0,20.0,844.0,0.8797721862792969,0.8786050081253052,12.0,0.9999017715454102,0.746666669845581,0.8999489545822144,1.0,49.0
3287.0,16.0,36.0,20.0,844.0,0.8366991877555847,0.8208521604537964,3.0,0.9821098446846008,0.746666669845581,0.8999489545822144,1.0,49.0
3288.0,16.0,36.0,20.0,844.0,0.8674731850624084,0.8648142218589783,5.0,0.9994900822639465,0.746666669845581,0.8999489545822144,1.0,49.0
3289.0,16.0,36.0,20.0,844.0,0.8674731850624084,0.8648142218589783,5.0,0.9994900822639465,0.746666669845581,0.8999489545822144,1.0,49.0
3290.0,16.0,36.0,20.0,844.0,0.8674731850624084,0.8648142218589783,5.0,0.9994900822639465,0.746666669845581,0.8999489545822144,1.0,49.0
3291.0,16.0,36.0,20.0,844.0,0.8707898259162903,0.8661757707595825,5.0,0.998465895652771,0.746666669845581,0.8999489545822144,1.0,49.0
3292.0,16.0,36.0,20.0,844.0,0.8481989502906799,0.832237958908081,3.0,0.9818548560142517,0.746666669845581,0.8999489545822144,1.0,49.0
3293.0,16.0,36.0,20.0,844.0,0.8481989502906799,0.832237958908081,3.0,0.9818548560142517,0.746666669845581,0.8999489545822144,1.0,49.0
3294.0,16.0,36.0,20.0,844.0,0.8481989502906799,0.832237958908081,3.0,0.9818548560142517,0.746666669845581,0.8999489545822144,1.0,49.0
3295.0,16.0,36.0,20.0,844.0,0.8481989502906799,0.832237958908081,3.0,0.9818548560142517,0.746666669845581,0.8999489545822144,1.0,49.0
3296.0,16.0,36.0,20.0,844.0,0.8481989502906799,0.832237958908081,3.0,0.9818548560142517,0.746666669845581,0.8999489545822144,1.0,49.0
3297.0,16.0,36.0,20.0,844.0,0.8812915682792664,0.8720141649246216,5.0,0.9938179850578308,0.746666669845581,0.8999489545822144,1.0,49.0
3298.0,16.0,36.0,20.0,844.0,0.8824805021286011,0.8778369426727295,12.0,0.9984462857246399,0.746666669845581,0.8999489545822144,1.0,49.0
3299.0,16.0,36.0,20.0,844.0,0.8822779059410095,0.8798218965530396,5.0,0.999565064907074,0.746666669845581,0.8999489545822144,1.0,49.0
3300.0,16.0,36.0,20.0,844.0,0.8822779059410095,0.8798218965530396,5.0,0.999565064907074,0.746666669845581,0.8999489545822144,1.0,49.0
3301.0,16.0,36.0,20.0,844.0,0.8822779059410095,0.8798218965530396,5.0,0.999565064907074,0.746666669845581,0.8999489545822144,1.0,49.0
3302.0,16.0,36.0,20.0,844.0,0.8822779059410095,0.8798218965530396,5.0,0.999565064907074,0.746666669845581,0.8999489545822144,1.0,49.0
3303.0,16.0,36.0,20.0,844.0,0.8754006624221802,0.8683552742004395,1.0,0.9964282512664795,0.746666669845581,0.8999489545822144,0.9999999403953552,49.0
