threshold,category,frame,image_path,compare_model,membank_conf,membank_weird,membank_border,membank_tiny,membank_large,compare_conf,compare_weird,reason
0.25,membank_weird_or_border,3264,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03265.jpg,,0.7394,1,1,0,0,,,threshold=0.25; membank conf=0.739 weird=1 border=1 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3265,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03266.jpg,fda_mix,0.7035,1,1,0,0,0.6520,0,threshold=0.25; membank conf=0.704 weird=1 border=1 tiny=0 large=0; compare conf=0.652 weird=0
0.25,current_odad_good_membank_bad,3265,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03266.jpg,current_odad,0.7035,1,1,0,0,0.4066,0,threshold=0.25; membank conf=0.704 weird=1 border=1 tiny=0 large=0; compare conf=0.407 weird=0
0.25,membank_weird_or_border,3265,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03266.jpg,,0.7035,1,1,0,0,,,threshold=0.25; membank conf=0.704 weird=1 border=1 tiny=0 large=0
0.25,adapter_bad_membank_good,3266,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03267.jpg,adapter_base,0.4191,0,0,0,0,0.1977,0,threshold=0.25; membank conf=0.419 weird=0 border=0 tiny=0 large=0; compare conf=0.198 weird=0
0.25,fda_mix_good_membank_bad,3267,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03268.jpg,fda_mix,0.1559,0,0,0,0,0.6848,0,threshold=0.25; membank conf=0.156 weird=0 border=0 tiny=0 large=0; compare conf=0.685 weird=0
0.25,fda_mix_good_membank_bad,3268,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03269.jpg,fda_mix,0.0408,1,1,0,0,0.7524,0,threshold=0.25; membank conf=0.041 weird=1 border=1 tiny=0 large=0; compare conf=0.752 weird=0
0.25,membank_no_detection_or_tiny_conf,3268,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03269.jpg,,0.0408,1,1,0,0,,,threshold=0.25; membank conf=0.041 weird=1 border=1 tiny=0 large=0
0.25,membank_weird_or_border,3268,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03269.jpg,,0.0408,1,1,0,0,,,threshold=0.25; membank conf=0.041 weird=1 border=1 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3270,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03271.jpg,fda_mix,0.2139,1,1,0,0,0.7192,0,threshold=0.25; membank conf=0.214 weird=1 border=1 tiny=0 large=0; compare conf=0.719 weird=0
0.25,membank_weird_or_border,3270,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03271.jpg,,0.2139,1,1,0,0,,,threshold=0.25; membank conf=0.214 weird=1 border=1 tiny=0 large=0
0.25,adapter_bad_membank_good,3271,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03272.jpg,adapter_base,0.4392,0,0,0,0,0.1842,0,threshold=0.25; membank conf=0.439 weird=0 border=0 tiny=0 large=0; compare conf=0.184 weird=0
0.25,adapter_bad_membank_good,3272,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03273.jpg,adapter_base,0.4392,0,0,0,0,0.1842,0,threshold=0.25; membank conf=0.439 weird=0 border=0 tiny=0 large=0; compare conf=0.184 weird=0
0.25,fda_mix_good_membank_bad,3273,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03274.jpg,fda_mix,0.1958,0,0,0,0,0.7393,0,threshold=0.25; membank conf=0.196 weird=0 border=0 tiny=0 large=0; compare conf=0.739 weird=0
0.25,adapter_bad_membank_good,3275,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03276.jpg,adapter_base,0.3067,0,0,0,0,0.1333,0,threshold=0.25; membank conf=0.307 weird=0 border=0 tiny=0 large=0; compare conf=0.133 weird=0
0.25,fda_mix_good_membank_bad,3276,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03277.jpg,fda_mix,0.1233,0,0,0,0,0.8259,0,threshold=0.25; membank conf=0.123 weird=0 border=0 tiny=0 large=0; compare conf=0.826 weird=0
0.25,adapter_bad_membank_good,3277,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03278.jpg,adapter_base,0.4246,0,0,0,0,0.1903,0,threshold=0.25; membank conf=0.425 weird=0 border=0 tiny=0 large=0; compare conf=0.190 weird=0
0.25,fda_mix_good_membank_bad,3280,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03281.jpg,fda_mix,0.0057,0,0,0,0,0.6882,0,threshold=0.25; membank conf=0.006 weird=0 border=0 tiny=0 large=0; compare conf=0.688 weird=0
0.25,membank_no_detection_or_tiny_conf,3280,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03281.jpg,,0.0057,0,0,0,0,,,threshold=0.25; membank conf=0.006 weird=0 border=0 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3281,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03282.jpg,fda_mix,0.0173,0,0,0,0,0.8238,0,threshold=0.25; membank conf=0.017 weird=0 border=0 tiny=0 large=0; compare conf=0.824 weird=0
0.25,membank_no_detection_or_tiny_conf,3281,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03282.jpg,,0.0173,0,0,0,0,,,threshold=0.25; membank conf=0.017 weird=0 border=0 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3282,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03283.jpg,fda_mix,0.0024,1,1,0,0,0.6959,0,threshold=0.25; membank conf=0.002 weird=1 border=1 tiny=0 large=0; compare conf=0.696 weird=0
0.25,membank_no_detection_or_tiny_conf,3282,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03283.jpg,,0.0024,1,1,0,0,,,threshold=0.25; membank conf=0.002 weird=1 border=1 tiny=0 large=0
0.25,membank_weird_or_border,3282,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03283.jpg,,0.0024,1,1,0,0,,,threshold=0.25; membank conf=0.002 weird=1 border=1 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3283,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03284.jpg,fda_mix,0.0024,1,1,0,0,0.8148,0,threshold=0.25; membank conf=0.002 weird=1 border=1 tiny=0 large=0; compare conf=0.815 weird=0
0.25,membank_no_detection_or_tiny_conf,3283,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03284.jpg,,0.0024,1,1,0,0,,,threshold=0.25; membank conf=0.002 weird=1 border=1 tiny=0 large=0
0.25,membank_weird_or_border,3283,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03284.jpg,,0.0024,1,1,0,0,,,threshold=0.25; membank conf=0.002 weird=1 border=1 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3284,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03285.jpg,fda_mix,0.0024,1,1,0,0,0.8148,0,threshold=0.25; membank conf=0.002 weird=1 border=1 tiny=0 large=0; compare conf=0.815 weird=0
0.25,membank_no_detection_or_tiny_conf,3284,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03285.jpg,,0.0024,1,1,0,0,,,threshold=0.25; membank conf=0.002 weird=1 border=1 tiny=0 large=0
0.25,membank_weird_or_border,3284,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03285.jpg,,0.0024,1,1,0,0,,,threshold=0.25; membank conf=0.002 weird=1 border=1 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3285,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03286.jpg,fda_mix,0.0037,1,1,0,0,0.8941,0,threshold=0.25; membank conf=0.004 weird=1 border=1 tiny=0 large=0; compare conf=0.894 weird=0
0.25,membank_no_detection_or_tiny_conf,3285,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03286.jpg,,0.0037,1,1,0,0,,,threshold=0.25; membank conf=0.004 weird=1 border=1 tiny=0 large=0
0.25,membank_weird_or_border,3285,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03286.jpg,,0.0037,1,1,0,0,,,threshold=0.25; membank conf=0.004 weird=1 border=1 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3286,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03287.jpg,fda_mix,0.0184,0,0,0,0,0.7611,0,threshold=0.25; membank conf=0.018 weird=0 border=0 tiny=0 large=0; compare conf=0.761 weird=0
0.25,membank_no_detection_or_tiny_conf,3286,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03287.jpg,,0.0184,0,0,0,0,,,threshold=0.25; membank conf=0.018 weird=0 border=0 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3287,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03288.jpg,fda_mix,0.0498,0,0,0,0,0.9243,0,threshold=0.25; membank conf=0.050 weird=0 border=0 tiny=0 large=0; compare conf=0.924 weird=0
0.25,membank_no_detection_or_tiny_conf,3287,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03288.jpg,,0.0498,0,0,0,0,,,threshold=0.25; membank conf=0.050 weird=0 border=0 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3288,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03289.jpg,fda_mix,0.1551,0,0,0,0,0.9171,0,threshold=0.25; membank conf=0.155 weird=0 border=0 tiny=0 large=0; compare conf=0.917 weird=0
0.25,fda_mix_good_membank_bad,3289,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03290.jpg,fda_mix,0.1062,0,0,0,0,0.8897,0,threshold=0.25; membank conf=0.106 weird=0 border=0 tiny=0 large=0; compare conf=0.890 weird=0
0.25,fda_mix_good_membank_bad,3290,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03291.jpg,fda_mix,0.1062,0,0,0,0,0.8897,0,threshold=0.25; membank conf=0.106 weird=0 border=0 tiny=0 large=0; compare conf=0.890 weird=0
0.25,fda_mix_good_membank_bad,3292,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03293.jpg,fda_mix,0.1019,1,1,0,0,0.9228,0,threshold=0.25; membank conf=0.102 weird=1 border=1 tiny=0 large=0; compare conf=0.923 weird=0
0.25,membank_weird_or_border,3292,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03293.jpg,,0.1019,1,1,0,0,,,threshold=0.25; membank conf=0.102 weird=1 border=1 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3293,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03294.jpg,fda_mix,0.0121,1,1,0,0,0.9296,0,threshold=0.25; membank conf=0.012 weird=1 border=1 tiny=0 large=0; compare conf=0.930 weird=0
0.25,membank_no_detection_or_tiny_conf,3293,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03294.jpg,,0.0121,1,1,0,0,,,threshold=0.25; membank conf=0.012 weird=1 border=1 tiny=0 large=0
0.25,membank_weird_or_border,3293,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03294.jpg,,0.0121,1,1,0,0,,,threshold=0.25; membank conf=0.012 weird=1 border=1 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3295,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03296.jpg,,0.0085,0,0,0,0,,,threshold=0.25; membank conf=0.009 weird=0 border=0 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3296,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03297.jpg,fda_mix,0.0135,0,0,0,0,0.7800,0,threshold=0.25; membank conf=0.013 weird=0 border=0 tiny=0 large=0; compare conf=0.780 weird=0
0.25,membank_no_detection_or_tiny_conf,3296,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03297.jpg,,0.0135,0,0,0,0,,,threshold=0.25; membank conf=0.013 weird=0 border=0 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3300,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03301.jpg,fda_mix,0.0580,0,0,0,0,0.4644,0,threshold=0.25; membank conf=0.058 weird=0 border=0 tiny=0 large=0; compare conf=0.464 weird=0
0.25,membank_no_detection_or_tiny_conf,3300,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03301.jpg,,0.0580,0,0,0,0,,,threshold=0.25; membank conf=0.058 weird=0 border=0 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3308,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03309.jpg,fda_mix,0.0038,1,1,0,0,0.4972,0,threshold=0.25; membank conf=0.004 weird=1 border=1 tiny=0 large=0; compare conf=0.497 weird=0
0.25,membank_no_detection_or_tiny_conf,3308,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03309.jpg,,0.0038,1,1,0,0,,,threshold=0.25; membank conf=0.004 weird=1 border=1 tiny=0 large=0
0.25,membank_weird_or_border,3308,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03309.jpg,,0.0038,1,1,0,0,,,threshold=0.25; membank conf=0.004 weird=1 border=1 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3309,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03310.jpg,fda_mix,0.0694,0,0,0,0,0.7495,0,threshold=0.25; membank conf=0.069 weird=0 border=0 tiny=0 large=0; compare conf=0.750 weird=0
0.25,membank_no_detection_or_tiny_conf,3309,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03310.jpg,,0.0694,0,0,0,0,,,threshold=0.25; membank conf=0.069 weird=0 border=0 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3310,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03311.jpg,fda_mix,0.0694,0,0,0,0,0.7495,0,threshold=0.25; membank conf=0.069 weird=0 border=0 tiny=0 large=0; compare conf=0.750 weird=0
0.25,membank_no_detection_or_tiny_conf,3310,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03311.jpg,,0.0694,0,0,0,0,,,threshold=0.25; membank conf=0.069 weird=0 border=0 tiny=0 large=0
0.25,fda_mix_good_membank_bad,3311,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03312.jpg,fda_mix,0.0694,0,0,0,0,0.7495,0,threshold=0.25; membank conf=0.069 weird=0 border=0 tiny=0 large=0; compare conf=0.750 weird=0
0.25,membank_no_detection_or_tiny_conf,3311,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03312.jpg,,0.0694,0,0,0,0,,,threshold=0.25; membank conf=0.069 weird=0 border=0 tiny=0 large=0
0.25,membank_good_fda_mix_bad,3359,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03360.jpg,fda_mix,0.9649,0,0,0,0,0.8007,1,threshold=0.25; membank conf=0.965 weird=0 border=0 tiny=0 large=0; compare conf=0.801 weird=1
0.25,membank_good_fda_mix_bad,3362,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03363.jpg,fda_mix,0.9641,0,0,0,0,0.8255,1,threshold=0.25; membank conf=0.964 weird=0 border=0 tiny=0 large=0; compare conf=0.825 weird=1
0.25,membank_good_fda_mix_bad,3369,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03370.jpg,fda_mix,0.9414,0,0,0,0,0.7779,1,threshold=0.25; membank conf=0.941 weird=0 border=0 tiny=0 large=0; compare conf=0.778 weird=1
0.25,membank_good_fda_mix_bad,3387,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03388.jpg,fda_mix,0.9816,0,0,0,0,0.8111,1,threshold=0.25; membank conf=0.982 weird=0 border=0 tiny=0 large=0; compare conf=0.811 weird=1
0.25,membank_good_fda_mix_bad,3388,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03389.jpg,fda_mix,0.9816,0,0,0,0,0.8111,1,threshold=0.25; membank conf=0.982 weird=0 border=0 tiny=0 large=0; compare conf=0.811 weird=1
0.25,membank_good_fda_mix_bad,3389,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03390.jpg,fda_mix,0.9822,0,0,0,0,0.8825,1,threshold=0.25; membank conf=0.982 weird=0 border=0 tiny=0 large=0; compare conf=0.882 weird=1
0.25,membank_good_fda_mix_bad,3397,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03398.jpg,fda_mix,0.9808,0,0,0,0,0.7901,1,threshold=0.25; membank conf=0.981 weird=0 border=0 tiny=0 large=0; compare conf=0.790 weird=1
0.25,membank_good_fda_mix_bad,3402,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03403.jpg,fda_mix,0.9791,0,0,0,0,0.7979,1,threshold=0.25; membank conf=0.979 weird=0 border=0 tiny=0 large=0; compare conf=0.798 weird=1
0.25,membank_good_fda_mix_bad,3404,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03405.jpg,fda_mix,0.9825,0,0,0,0,0.8506,1,threshold=0.25; membank conf=0.982 weird=0 border=0 tiny=0 large=0; compare conf=0.851 weird=1
0.25,membank_good_fda_mix_bad,3416,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03417.jpg,fda_mix,0.9656,0,0,0,0,0.8481,1,threshold=0.25; membank conf=0.966 weird=0 border=0 tiny=0 large=0; compare conf=0.848 weird=1
0.25,membank_good_fda_mix_bad,3417,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03418.jpg,fda_mix,0.9621,0,0,0,0,0.8630,1,threshold=0.25; membank conf=0.962 weird=0 border=0 tiny=0 large=0; compare conf=0.863 weird=1
0.25,membank_good_fda_mix_bad,3418,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03419.jpg,fda_mix,0.9599,0,0,0,0,0.8565,1,threshold=0.25; membank conf=0.960 weird=0 border=0 tiny=0 large=0; compare conf=0.856 weird=1
0.25,membank_good_fda_mix_bad,3419,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03420.jpg,fda_mix,0.9599,0,0,0,0,0.8565,1,threshold=0.25; membank conf=0.960 weird=0 border=0 tiny=0 large=0; compare conf=0.856 weird=1
0.25,membank_good_fda_mix_bad,3420,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03421.jpg,fda_mix,0.9608,0,0,0,0,0.8099,1,threshold=0.25; membank conf=0.961 weird=0 border=0 tiny=0 large=0; compare conf=0.810 weird=1
0.25,membank_good_fda_mix_bad,3424,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03425.jpg,fda_mix,0.9495,0,0,0,0,0.7535,1,threshold=0.25; membank conf=0.949 weird=0 border=0 tiny=0 large=0; compare conf=0.753 weird=1
0.25,membank_good_fda_mix_bad,3425,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03426.jpg,fda_mix,0.9537,0,0,0,0,0.8594,1,threshold=0.25; membank conf=0.954 weird=0 border=0 tiny=0 large=0; compare conf=0.859 weird=1
0.25,membank_good_fda_mix_bad,3426,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03427.jpg,fda_mix,0.9570,0,0,0,0,0.8831,1,threshold=0.25; membank conf=0.957 weird=0 border=0 tiny=0 large=0; compare conf=0.883 weird=1
0.25,membank_good_fda_mix_bad,3427,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03428.jpg,fda_mix,0.9570,0,0,0,0,0.8831,1,threshold=0.25; membank conf=0.957 weird=0 border=0 tiny=0 large=0; compare conf=0.883 weird=1
0.25,membank_good_fda_mix_bad,3429,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03430.jpg,fda_mix,0.9610,0,0,0,0,0.8585,1,threshold=0.25; membank conf=0.961 weird=0 border=0 tiny=0 large=0; compare conf=0.859 weird=1
0.25,membank_good_fda_mix_bad,3432,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03433.jpg,fda_mix,0.9630,0,0,0,0,0.8185,1,threshold=0.25; membank conf=0.963 weird=0 border=0 tiny=0 large=0; compare conf=0.819 weird=1
0.25,membank_good_fda_mix_bad,3434,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03435.jpg,fda_mix,0.9577,0,0,0,0,0.7852,1,threshold=0.25; membank conf=0.958 weird=0 border=0 tiny=0 large=0; compare conf=0.785 weird=1
0.25,membank_good_fda_mix_bad,3435,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03436.jpg,fda_mix,0.9577,0,0,0,0,0.7852,1,threshold=0.25; membank conf=0.958 weird=0 border=0 tiny=0 large=0; compare conf=0.785 weird=1
0.25,membank_good_fda_mix_bad,3436,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03437.jpg,fda_mix,0.9586,0,0,0,0,0.8100,1,threshold=0.25; membank conf=0.959 weird=0 border=0 tiny=0 large=0; compare conf=0.810 weird=1
0.25,membank_good_fda_mix_bad,3437,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03438.jpg,fda_mix,0.9567,0,0,0,0,0.8063,1,threshold=0.25; membank conf=0.957 weird=0 border=0 tiny=0 large=0; compare conf=0.806 weird=1
0.25,membank_good_fda_mix_bad,3443,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03444.jpg,fda_mix,0.9301,0,0,0,0,0.7322,1,threshold=0.25; membank conf=0.930 weird=0 border=0 tiny=0 large=0; compare conf=0.732 weird=1
0.25,membank_good_fda_mix_bad,3460,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03461.jpg,fda_mix,0.8867,0,0,0,0,0.6631,1,threshold=0.25; membank conf=0.887 weird=0 border=0 tiny=0 large=0; compare conf=0.663 weird=1
0.25,membank_good_fda_mix_bad,3466,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03467.jpg,fda_mix,0.8069,0,0,0,0,0.1537,0,threshold=0.25; membank conf=0.807 weird=0 border=0 tiny=0 large=0; compare conf=0.154 weird=0
0.25,membank_good_fda_mix_bad,3468,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03469.jpg,fda_mix,0.7004,0,0,0,0,0.3010,1,threshold=0.25; membank conf=0.700 weird=0 border=0 tiny=0 large=0; compare conf=0.301 weird=1
0.25,membank_good_fda_mix_bad,3469,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03470.jpg,fda_mix,0.6945,0,0,0,0,0.3628,1,threshold=0.25; membank conf=0.695 weird=0 border=0 tiny=0 large=0; compare conf=0.363 weird=1
0.25,membank_good_fda_mix_bad,3470,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03471.jpg,fda_mix,0.6945,0,0,0,0,0.3628,1,threshold=0.25; membank conf=0.695 weird=0 border=0 tiny=0 large=0; compare conf=0.363 weird=1
0.25,membank_good_fda_mix_bad,3471,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03472.jpg,fda_mix,0.7848,0,0,0,0,0.3273,1,threshold=0.25; membank conf=0.785 weird=0 border=0 tiny=0 large=0; compare conf=0.327 weird=1
0.25,membank_good_fda_mix_bad,3475,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03476.jpg,fda_mix,0.8500,0,0,0,0,0.6602,1,threshold=0.25; membank conf=0.850 weird=0 border=0 tiny=0 large=0; compare conf=0.660 weird=1
0.25,membank_good_fda_mix_bad,3479,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03480.jpg,fda_mix,0.8787,0,0,0,0,0.3350,1,threshold=0.25; membank conf=0.879 weird=0 border=0 tiny=0 large=0; compare conf=0.335 weird=1
0.25,membank_good_fda_mix_bad,3542,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03543.jpg,fda_mix,0.8522,0,0,0,0,0.2494,0,threshold=0.25; membank conf=0.852 weird=0 border=0 tiny=0 large=0; compare conf=0.249 weird=0
0.25,membank_no_detection_or_tiny_conf,3573,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03574.jpg,,0.0236,0,0,0,0,,,threshold=0.25; membank conf=0.024 weird=0 border=0 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3574,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03575.jpg,,0.0422,0,0,0,0,,,threshold=0.25; membank conf=0.042 weird=0 border=0 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3591,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03592.jpg,,0.0119,0,0,0,0,,,threshold=0.25; membank conf=0.012 weird=0 border=0 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3592,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03593.jpg,,0.0119,0,0,0,0,,,threshold=0.25; membank conf=0.012 weird=0 border=0 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3593,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03594.jpg,,0.0551,0,0,0,0,,,threshold=0.25; membank conf=0.055 weird=0 border=0 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3594,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03595.jpg,,0.0551,0,0,0,0,,,threshold=0.25; membank conf=0.055 weird=0 border=0 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3595,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03596.jpg,,0.0551,0,0,0,0,,,threshold=0.25; membank conf=0.055 weird=0 border=0 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3596,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03597.jpg,,0.0155,0,0,0,0,,,threshold=0.25; membank conf=0.016 weird=0 border=0 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3597,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03598.jpg,,0.0627,0,0,0,0,,,threshold=0.25; membank conf=0.063 weird=0 border=0 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3598,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03599.jpg,,0.0752,0,0,0,0,,,threshold=0.25; membank conf=0.075 weird=0 border=0 tiny=0 large=0
0.25,membank_no_detection_or_tiny_conf,3599,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03600.jpg,,0.0752,0,0,0,0,,,threshold=0.25; membank conf=0.075 weird=0 border=0 tiny=0 large=0
0.25,membank_good_fda_mix_bad,3607,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03608.jpg,fda_mix,0.8754,0,0,0,0,0.7848,1,threshold=0.25; membank conf=0.875 weird=0 border=0 tiny=0 large=0; compare conf=0.785 weird=1
0.25,membank_good_fda_mix_bad,3608,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03609.jpg,fda_mix,0.8754,0,0,0,0,0.7848,1,threshold=0.25; membank conf=0.875 weird=0 border=0 tiny=0 large=0; compare conf=0.785 weird=1
0.25,membank_good_fda_mix_bad,3674,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03675.jpg,fda_mix,0.9711,0,0,0,0,0.6816,1,threshold=0.25; membank conf=0.971 weird=0 border=0 tiny=0 large=0; compare conf=0.682 weird=1
0.25,membank_good_fda_mix_bad,3701,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03702.jpg,fda_mix,0.9492,0,0,0,0,0.5338,1,threshold=0.25; membank conf=0.949 weird=0 border=0 tiny=0 large=0; compare conf=0.534 weird=1
0.25,membank_good_fda_mix_bad,3713,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03714.jpg,fda_mix,0.9036,0,0,0,0,0.5852,1,threshold=0.25; membank conf=0.904 weird=0 border=0 tiny=0 large=0; compare conf=0.585 weird=1
